SUBJECT_COURSE_SECTION,COURSE_TITLE,PRIMARY_INSTRUCTOR_NAME,SECONDARY_INSTRUCTOR_NAME,A_PLUS,A,A_MINUS,B_PLUS,B,B_MINUS,C_PLUS,C,C_MINUS,D_PLUS,D,D_MINUS,F,WITHDRAWN,SEMESTER,YEAR,IS_NEW
HHP:3300:0EXW,Human Growth and Motor Development,Kelli Taeger - Primary Instructor,,-,13.0,-,-,12.0,-,-,6.0,-,-,4.0,-,-,1.0,Summer,2023,1
HHP:3400:0EXW,Applied Exercise Physiology,Shawn Flanagan - Primary Instructor,,-,4.0,-,-,7.0,-,-,5.0,-,-,1.0,-,-,0.0,Summer,2023,1
HHP:3500:0EXW,Human Physiology,Clayton Peterson - Primary Instructor,,-,10.0,-,-,8.0,-,-,6.0,-,-,1.0,-,-,0.0,Summer,2023,1
HHP:4390:0EXW,Understanding Human Disease,Shawn Flanagan - Primary Instructor,,-,5.0,-,-,12.0,-,-,9.0,-,-,0.0,-,-,0.0,Summer,2023,1
HHP:4440:0EXW,Physiology of Nutrition,Shawn Flanagan - Primary Instructor,,-,3.0,-,-,7.0,-,-,2.0,-,-,2.0,-,-,0.0,Summer,2023,1
HIST:1016:0001,The History That Made Our World,Jessica Werneke - Primary Instructor,,-,11.0,-,-,3.0,-,-,1.0,-,-,1.0,-,-,2.0,Summer,2023,1
HIST:1040:0EX1,Diversity in History,Rachael Pasierowska - Primary Instructor,,-,9.0,-,-,4.0,-,-,1.0,-,-,0.0,-,-,0.0,Summer,2023,1
HIST:2280:0EXW,Introduction to Latina/o/x Studies,Jorge Guerra - Primary Instructor,,-,18.0,-,-,0.0,-,-,6.0,-,-,0.0,-,-,3.0,Summer,2023,1
HMP:4000:0EXW,Introduction to U.S. Health Care System,Hari Sharma - Primary Instructor,,-,24.0,-,-,7.0,-,-,0.0,-,-,1.0,-,-,0.0,Summer,2023,1
HMP:6150:0002,MHA Integrative Capstone,Ken Anderson - Primary Instructor,,-,11.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
IS:2020:0EXV,World Events Today!,Ari Ariel - Primary Instructor,,-,23.0,-,-,4.0,-,-,0.0,-,-,1.0,-,-,1.0,Summer,2023,1
IS:2020:0EXW,World Events Today!,Peter Gerlach - Primary Instructor,,-,27.0,-,-,3.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
ITAL:1050:0EX3,Italy Live,Michela Marin - Primary Instructor,Stephanie Schnicker - Course Supervisor,-,16.0,-,-,6.0,-,-,4.0,-,-,1.0,-,-,0.0,Summer,2023,1
ITAL:1050:0EX4,Italy Live,Michela Marin - Primary Instructor,Anna Fiumicetti - Course Supervisor,-,8.0,-,-,15.0,-,-,3.0,-,-,0.0,-,-,0.0,Summer,2023,1
ITAL:1050:0EX5,Italy Live,Michela Marin - Primary Instructor,Anna Fiumicetti - Course Supervisor,-,12.0,-,-,7.0,-,-,6.0,-,-,0.0,-,-,0.0,Summer,2023,1
JMC:1100:0EXV,Introduction to Media Effects,Ge Zhu - Primary Instructor,,-,22.0,-,-,8.0,-,-,4.0,-,-,0.0,-,-,0.0,Summer,2023,1
JMC:1500:0EXW,Introduction to Social Media,Tessa Adams - Primary Instructor,,-,22.0,-,-,10.0,-,-,2.0,-,-,1.0,-,-,0.0,Summer,2023,1
JMC:3530:0EXW,Social Media Marketing,Heather Spangler - Primary Instructor,,-,18.0,-,-,10.0,-,-,3.0,-,-,2.0,-,-,1.0,Summer,2023,1
JMC:5243:0EXW,Copywriting for Strategic Communication,Eric Nelson - Primary Instructor,,-,17.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
LS:2002:0EXV,Career Leadership Academy Part 1,Susie Regan - Primary Instructor,Matt Augeri - Course Supervisor,-,10.0,-,-,3.0,-,-,3.0,-,-,1.0,-,-,0.0,Summer,2023,1
MATH:1350:0EXA,Quantitative Reasoning for Business,Paria Karimi Kousalari - Primary Instructor,Ryan Kinser - Course Supervisor,-,8.0,-,-,7.0,-,-,2.0,-,-,1.0,-,-,0.0,Summer,2023,1
MATH:1850:0EXA,Calculus I,Valentyna Bezugla - Primary Instructor,,-,6.0,-,-,9.0,-,-,5.0,-,-,1.0,-,-,3.0,Summer,2023,1
MBA:8110:0EXN,Marketing Management,Julie Zielinski - Primary Instructor,,-,13.0,-,-,13.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MBA:8120:0EXN,Management in Organizations,Kevin Keith - Primary Instructor,,-,24.0,-,-,7.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MBA:8120:0EXO,Management in Organizations,Sue Dustin - Primary Instructor,,-,16.0,-,-,2.0,-,-,0.0,-,-,1.0,-,-,0.0,Summer,2023,1
MBA:8120:0EXR,Management in Organizations,Kelley Burgess - Primary Instructor,,-,35.0,-,-,4.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MBA:8130:0EXO,Business Communication,Nickolas Westergaard - Primary Instructor,,-,20.0,-,-,5.0,-,-,1.0,-,-,0.0,-,-,0.0,Summer,2023,1
MBA:8140:0EXN,Corporate Financial Reporting,Randy Menke - Primary Instructor,,-,12.0,-,-,12.0,-,-,0.0,-,-,1.0,-,-,0.0,Summer,2023,1
MBA:8140:0EXO,Corporate Financial Reporting,Greg Hall - Primary Instructor,,-,21.0,-,-,6.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MBA:8140:0EXR,Corporate Financial Reporting,Roy Pettibone - Primary Instructor,,-,9.0,-,-,8.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MBA:8150:0EXC,Data and Decisions,Benjamin Margolin - Primary Instructor,,-,12.0,-,-,5.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MBA:8150:0EXN,Data and Decisions,Michael Loewen - Primary Instructor,,-,20.0,-,-,8.0,-,-,1.0,-,-,1.0,-,-,0.0,Summer,2023,1
MBA:8150:0EXO,Data and Decisions,Benjamin Margolin - Primary Instructor,,-,9.0,-,-,11.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MBA:8160:0EXN,Managerial Economics,Anne Villamil - Primary Instructor,,-,25.0,-,-,10.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MBA:8160:0EXO,Managerial Economics,Donald Szeszycki - Primary Instructor,,-,15.0,-,-,6.0,-,-,3.0,-,-,0.0,-,-,0.0,Summer,2023,1
MBA:8180:0EXN,Managerial Finance,Mahmut Ilerisoy - Primary Instructor,,-,25.0,-,-,13.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MBA:8180:0EXO,Managerial Finance,Art Durnev - Primary Instructor,,-,24.0,-,-,11.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MBA:8240:0EXN,Operations and Supply Chain,Jennifer Blackhurst - Primary Instructor,,-,32.0,-,-,8.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MBA:8240:0EXO,Operations and Supply Chain,Scott Heiser - Primary Instructor,,-,20.0,-,-,6.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MBA:8300:0900,Foundations in Strategy,Erin Nelson - Primary Instructor,,-,18.0,-,-,5.0,-,-,1.0,-,-,0.0,-,-,0.0,Summer,2023,1
MBA:8300:0EXN,Foundations in Strategy,Rick Marolt - Primary Instructor,,-,20.0,-,-,10.0,-,-,1.0,-,-,1.0,-,-,0.0,Summer,2023,1
MBA:8300:0EXO,Foundations in Strategy,Rick Marolt - Primary Instructor,,-,13.0,-,-,18.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MBA:8310:0900,Business Integration,Jon Gray - Primary Instructor,,-,22.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MBA:8310:0EX8,Business Integration,Goutam Chakraborty - Primary Instructor,Stephanie Schnicker - Course Supervisor,-,7.0,-,-,4.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MBA:8310:0EXO,Business Integration,Jon Gray - Primary Instructor,,-,66.0,-,-,15.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MBA:8500:0900,Seminar in International Business,Mark Winkler - Primary Instructor,,-,24.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MED:1100:0EXW,Introduction to Health Care Professions,Natalie Denburg - Primary Instructor,,-,9.0,-,-,3.0,-,-,0.0,-,-,1.0,-,-,0.0,Summer,2023,1
MGMT:2000:0EX3,Introduction to Law,Kimberly Petrone - Primary Instructor,Stephanie Schnicker - Course Supervisor,-,13.0,-,-,13.0,-,-,7.0,-,-,0.0,-,-,0.0,Summer,2023,1
MGMT:2000:0EX4,Introduction to Law,Sarah Dobrzykowski - Primary Instructor,Stephanie Schnicker - Course Supervisor,-,10.0,-,-,20.0,-,-,8.0,-,-,0.0,-,-,0.0,Summer,2023,1
MGMT:2000:0EXW,Introduction to Law,Andrew Hosmanek - Primary Instructor,,-,10.0,-,-,18.0,-,-,5.0,-,-,1.0,-,-,1.0,Summer,2023,1
MGMT:2100:0EX3,Introduction to Management,Jana Fitchett - Primary Instructor,Stephanie Schnicker - Course Supervisor,-,35.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MGMT:2100:0EX4,Introduction to Management,Jana Fitchett - Primary Instructor,Anna Fiumicetti - Course Supervisor,-,34.0,-,-,4.0,-,-,1.0,-,-,0.0,-,-,0.0,Summer,2023,1
MGMT:2100:0EXT,Introduction to Management,Beth Bellman - Primary Instructor,,-,4.0,-,-,7.0,-,-,6.0,-,-,2.0,-,-,1.0,Summer,2023,1
MGMT:2100:0EXW,Introduction to Management,Steven Abram - Primary Instructor,,-,10.0,-,-,16.0,-,-,11.0,-,-,0.0,-,-,0.0,Summer,2023,1
MGMT:9110:0EXO,Dynamics of Negotiations,Andrew Hosmanek - Primary Instructor,,-,13.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MGMT:9120:0EXO,Leadership and Personal Development,Lon Moeller - Primary Instructor,,-,22.0,-,-,5.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MGMT:9130:0EXO,Strategic Management of Change,Sue Dustin - Primary Instructor,,-,12.0,-,-,2.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MGMT:9185:0EXO,Project Management,Nicole McElligott - Primary Instructor,,-,34.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MGMT:9220:0EXO,Maximizing Team Performance,Erin Nelson - Primary Instructor,,-,36.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MGMT:9230:0EXO,Managing and Preventing Conflict,Jay Christensen-Szalanski - Primary Instructor,,-,12.0,-,-,7.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MGMT:9250:0EXO,Managing Employee Performance,Michael Stutzman - Primary Instructor,,-,11.0,-,-,5.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MKTG:3000:0EX3,Introduction to Marketing Strategy,Robert Underwood - Primary Instructor,Anna Fiumicetti - Course Supervisor,-,13.0,-,-,25.0,-,-,1.0,-,-,0.0,-,-,0.0,Summer,2023,1
MKTG:3000:0EX4,Introduction to Marketing Strategy,Rob Simon - Primary Instructor,Stephanie Schnicker - Course Supervisor,-,11.0,-,-,22.0,-,-,2.0,-,-,0.0,-,-,0.0,Summer,2023,1
MKTG:3000:0EXW,Introduction to Marketing Strategy,Nancy Abram - Primary Instructor,,-,15.0,-,-,36.0,-,-,8.0,-,-,2.0,-,-,1.0,Summer,2023,1
MKTG:4000:0EX3,Contemporary Topics in Marketing,Heather Nelson - Primary Instructor,Stephanie Schnicker - Course Supervisor,-,28.0,-,-,8.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MKTG:4000:0EX4,Contemporary Topics in Marketing,Molly Rapert - Primary Instructor,Stephanie Schnicker - Course Supervisor,-,38.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MKTG:4101:0EXW,Integrated Marketing Communications,Rob Rouwenhorst - Primary Instructor,,-,17.0,-,-,11.0,-,-,3.0,-,-,0.0,-,-,0.0,Summer,2023,1
MKTG:4300:0EX4,International Marketing,Swinder Janda - Primary Instructor,Stephanie Schnicker - Course Supervisor,-,15.0,-,-,24.0,-,-,7.0,-,-,0.0,-,-,0.0,Summer,2023,1
MKTG:9155:0EXO,"Digital Mktg Insights, Strategies & Appl",Mike Wokosin - Primary Instructor,,-,29.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MKTG:9350:0EXO,Marketing Communication and Promotions,Rob Rouwenhorst - Primary Instructor,,-,10.0,-,-,6.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
MPB:5200:0EXW,Medical Physiology Online,Rafael Cabeza - Primary Instructor,,-,8.0,-,-,13.0,-,-,3.0,-,-,0.0,-,-,0.0,Summer,2023,1
MUS:1066:0EXW,Introduction to Film Music,Jonathan Allen - Primary Instructor,,-,18.0,-,-,18.0,-,-,2.0,-,-,0.0,-,-,0.0,Summer,2023,1
NURS:3138:2001,Nursing Pharmacological Interventions I,Kathleen Adams - Primary Instructor,,-,11.0,-,-,3.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
NURS:3744:1001,Critical Care Nursing,Syeda Thomas - Primary Instructor,Anita Nicholson - Course Supervisor,-,13.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
NURS:5015:0EXW,"Health Systems, Finance, and Economics",Heidi Shedenhelm - Primary Instructor,,-,20.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
NURS:5035:0EXV,Graduate Pharmacology Specialty,Ann Weltin - Primary Instructor,,-,13.0,-,-,3.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
NURS:5036:0EXW,Psychopharmacology for Adv Clinical Prac,Daniel Wesemann - Primary Instructor,,-,17.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
NURS:5040:0EXW,Genetics/Genomics Adv Nursing Practice,Katie Halbmaier - Primary Instructor,,-,46.0,-,-,4.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
NURS:6000:0001,Human Anatomy for Advanced Practice,Kathleen Andersen - Primary Instructor,,-,6.0,-,-,7.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
NURS:6007:0001,Basic Principles of Anesthesia Practice,Heather Bair - Primary Instructor,,-,8.0,-,-,4.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
NURS:6802:0EXW,"Health Policy, Law, and Advocacy",Molly Frommelt-Kuhle - Primary Instructor,,-,31.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
NURS:6808:0EXW,Population Health for Advanced Practice,Jessica Anderson - Primary Instructor,,-,15.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
ORSC:5210:CERT,Dental Sciences Research Methodology,Aline Petrin - Primary Instructor,,-,11.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
PCD:8500:0801,Dental Student Research Honors Program,Teresa Marshall - Primary Instructor,,-,41.0,-,-,0.0,-,-,0.0,-,-,3.0,-,-,0.0,Summer,2023,1
PHIL:1401:0001,Matters of Life and Death,Andy Williams - Primary Instructor,,-,7.0,-,-,6.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
PHYS:1511:0EXA,College Physics I,Dan McGinnis - Primary Instructor,,-,33.0,-,-,27.0,-,-,9.0,-,-,7.0,-,-,1.0,Summer,2023,1
PHYS:1512:0EXA,College Physics II,Ugur Akgun - Primary Instructor,,-,10.0,-,-,16.0,-,-,10.0,-,-,6.0,-,-,2.0,Summer,2023,1
PHYS:1612:0EXA,Introductory Physics II,Sarah Conley - Primary Instructor,,-,4.0,-,-,10.0,-,-,2.0,-,-,3.0,-,-,1.0,Summer,2023,1
POLI:1400:0EXW,Introduction to Comparative Politics,Alex Bezahler - Primary Instructor,Brian Lai - Course Supervisor,-,33.0,-,-,3.0,-,-,0.0,-,-,2.0,-,-,1.0,Summer,2023,1
POLI:1500:0EXV,Introduction to International Relations,Weidong Zhang - Primary Instructor,Brian Lai - Course Supervisor,-,19.0,-,-,12.0,-,-,4.0,-,-,2.0,-,-,1.0,Summer,2023,1
POLI:1501:0EXV,Introduction to American Foreign Policy,Cassidy Oberreuter - Primary Instructor,Brian Lai - Course Supervisor,-,31.0,-,-,4.0,-,-,0.0,-,-,2.0,-,-,1.0,Summer,2023,1
POLI:1510:0EXW,Intl Politics of Environmental Issues,Stephanie Schmitt - Primary Instructor,Brian Lai - Course Supervisor,-,28.0,-,-,2.0,-,-,2.0,-,-,1.0,-,-,3.0,Summer,2023,1
POLI:1601:0EXV,Introduction to Social Media & Politics,Simal Binici - Primary Instructor,Caroline Tolbert - Course Supervisor,-,14.0,-,-,15.0,-,-,2.0,-,-,0.0,-,-,4.0,Summer,2023,1
POLI:1950:0EXW,Introduction to the Politics of Religion,Nicholas Martini - Primary Instructor,,-,17.0,-,-,16.0,-,-,3.0,-,-,1.0,-,-,2.0,Summer,2023,1
POLI:3102:0EXW,The U.S. Congress,Tracy Osborn - Primary Instructor,,-,10.0,-,-,10.0,-,-,4.0,-,-,9.0,-,-,2.0,Summer,2023,1
POLI:3503:0EXW,Politics of Terrorism,Ahmed Ahmed - Primary Instructor,Brian Lai - Course Supervisor,-,27.0,-,-,3.0,-,-,1.0,-,-,4.0,-,-,4.0,Summer,2023,1
PSQF:1020:0EXW,Elementary Statistics and Inference,Anh Nguyen - Primary Instructor,Aixin Tan - Course Supervisor,-,3.0,-,-,4.0,-,-,4.0,-,-,1.0,-,-,0.0,Summer,2023,1
PSQF:4134:0EXW,Parent-Teacher Communication,Michelle Hinzman - Primary Instructor,,-,7.0,-,-,3.0,-,-,1.0,-,-,0.0,-,-,0.0,Summer,2023,1
PSQF:5900:0EXW,Psychometrics,Robert Ankenmann - Primary Instructor,,-,11.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
PSY:1001:0EXW,Elementary Psychology,Debra Johnson - Primary Instructor,,-,11.0,-,-,13.0,-,-,5.0,-,-,0.0,-,-,1.0,Summer,2023,1
PSY:2401:0001,Introduction to Developmental Science,Julie Gros-Louis - Primary Instructor,,-,8.0,-,-,8.0,-,-,1.0,-,-,0.0,-,-,1.0,Summer,2023,1
PSY:2601:0001,Introduction to Cognitive Psychology,Kalyani Datta - Primary Instructor,Eliot Hazeltine - Course Supervisor,-,7.0,-,-,9.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
PSY:2812:0001,Rsrch Methds & Data Analysis in Psych II,John Zbaracki - Primary Instructor,J Toby Mordkoff - Course Supervisor,-,7.0,-,-,7.0,-,-,3.0,-,-,1.0,-,-,0.0,Summer,2023,1
PSY:3320:0EXW,Abnormal Psychology,Ashley Norwood-Strickland - Primary Instructor,,-,22.0,-,-,18.0,-,-,4.0,-,-,1.0,-,-,1.0,Summer,2023,1
PSY:3330:0EXW,Childhood Psychopathology,Natalie Denburg - Primary Instructor,,-,6.0,-,-,11.0,-,-,2.0,-,-,0.0,-,-,1.0,Summer,2023,1
PTRS:5101:0001,Intro to Physical Therapy Practice,Marcie Becker - Primary Instructor,,-,47.0,-,-,3.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
PTRS:5102:0001,Principles of Physical Therapy I,Marcie Becker - Primary Instructor,,-,47.0,-,-,3.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
PTRS:5205:0001,Health Promotion and Wellness,Laura Frey Law - Primary Instructor,,-,50.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
PTRS:6120:0001,Physical Therapy Mgmt & Admin I,Amy Kimball - Primary Instructor,,-,48.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
PTRS:6143:0001,Selected Topics in PT Practice,Marcie Becker - Primary Instructor,,-,46.0,-,-,2.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
PTRS:6176:0001,Pharmacology for Physical Therapists,Darren Casey - Primary Instructor,,-,44.0,-,-,4.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
PTRS:6794:0001,Terminal Clinical Education in PT I,Kelly Sass - Primary Instructor,,-,45.0,-,-,2.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
RELS:1001:0EXW,"Judaism, Christianity, and Islam",Paul Dilley - Primary Instructor,,-,13.0,-,-,13.0,-,-,3.0,-,-,0.0,-,-,3.0,Summer,2023,1
RHET:1030:0EXV,Rhetoric,Dylan Nice - Primary Instructor,,-,5.0,-,-,6.0,-,-,2.0,-,-,0.0,-,-,1.0,Summer,2023,1
RHET:1030:0EXW,Rhetoric,Dhruba Neupane - Primary Instructor,,-,10.0,-,-,2.0,-,-,0.0,-,-,2.0,-,-,1.0,Summer,2023,1
RHET:1040:0EXW,Writing and Reading,Steve Duck - Primary Instructor,,-,6.0,-,-,5.0,-,-,1.0,-,-,0.0,-,-,3.0,Summer,2023,1
RSCT:4100:0EXW,Sectional Anatomy for Imaging Sciences,Ivann Galvan - Primary Instructor,Holly Bonfig-Becker - Course Supervisor,-,6.0,-,-,8.0,-,-,1.0,-,-,0.0,-,-,0.0,Summer,2023,1
RSCT:4130:0EXW,CT Physical Principles and QC,Jesse Brennan - Primary Instructor,Holly Bonfig-Becker - Course Supervisor,-,13.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
RSRT:2325:0001,Radiologic Tech Clinical Internship III,Lorie Gillitzer - Primary Instructor,Holly Bonfig-Becker - Course Supervisor,-,14.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
SIED:4110:0EXA,Environmental Issues of Colorado Rockies,Ted Neal - Primary Instructor,,-,5.0,-,-,6.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
SLIS:5200:0EXW,Innovation and Technology Methodology,Elizabeth Campbell - Primary Instructor,,-,11.0,-,-,7.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
SLIS:5230:0EXW,Resources for Young Adults,Chelsea Sims - Primary Instructor,,-,17.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
SLIS:6115:0EXW,Information and Inquiry,Iulian Vamanu - Primary Instructor,,-,15.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
SLIS:6330:0EXW,Collection Development,Melissa White - Primary Instructor,,-,11.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
SOC:1010:0EXR,Introduction to Sociology,Kelci Millbrook - Primary Instructor,Stephanie Dipietro - Course Supervisor,-,10.0,-,-,15.0,-,-,2.0,-,-,2.0,-,-,0.0,Summer,2023,1
SOC:1030:0EXW,Contemporary Social Problems,Levi Sands - Primary Instructor,Stephanie Dipietro - Course Supervisor,-,8.0,-,-,17.0,-,-,2.0,-,-,1.0,-,-,1.0,Summer,2023,1
SOC:1310:0EXW,Gender and Society,Jay Sorensen - Primary Instructor,Stephanie Dipietro - Course Supervisor,-,11.0,-,-,1.0,-,-,0.0,-,-,1.0,-,-,0.0,Summer,2023,1
SOC:2710:0EXV,The American Family,Jennifer Haylett - Primary Instructor,,-,19.0,-,-,9.0,-,-,3.0,-,-,6.0,-,-,1.0,Summer,2023,1
SOC:2810:0EXV,Social Inequality,Katie Linder - Primary Instructor,Stephanie Dipietro - Course Supervisor,-,14.0,-,-,9.0,-,-,2.0,-,-,2.0,-,-,1.0,Summer,2023,1
SPAN:1001:0EXW,Elementary Spanish I,Mackenzi McGowan - Primary Instructor,Giovanni Zimotti - Course Supervisor,-,4.0,-,-,4.0,-,-,2.0,-,-,1.0,-,-,2.0,Summer,2023,1
SPAN:1002:0EXW,Elementary Spanish II,Mackenzi McGowan - Primary Instructor,Giovanni Zimotti - Course Supervisor,-,3.0,-,-,10.0,-,-,3.0,-,-,2.0,-,-,1.0,Summer,2023,1
SPAN:1501:0EXW,Intermediate Spanish I,Emerson Craig - Primary Instructor,Giovanni Zimotti - Course Supervisor,-,4.0,-,-,11.0,-,-,4.0,-,-,0.0,-,-,0.0,Summer,2023,1
SPAN:1502:0EXV,Intermediate Spanish II,Maria Marquez Ponce - Primary Instructor,Giovanni Zimotti - Course Supervisor,-,2.0,-,-,11.0,-,-,4.0,-,-,0.0,-,-,2.0,Summer,2023,1
SPAN:1502:0EXW,Intermediate Spanish II,Sebastian Lores - Primary Instructor,Giovanni Zimotti - Course Supervisor,-,2.0,-,-,10.0,-,-,6.0,-,-,1.0,-,-,1.0,Summer,2023,1
SPAN:1503:0EXW,Accelerated Intermediate Spanish,Giovanni Zimotti - Primary Instructor,,-,11.0,-,-,4.0,-,-,2.0,-,-,4.0,-,-,1.0,Summer,2023,1
SRM:1060:0EXW,Contemporary Issues in Sports,Kara Kehe - Primary Instructor,,-,16.0,-,-,8.0,-,-,5.0,-,-,0.0,-,-,0.0,Summer,2023,1
SRM:3149:0EXW,"Coaching Theory, Body Struc & Human Dev",Jeremy Mims - Primary Instructor,,-,7.0,-,-,13.0,-,-,2.0,-,-,0.0,-,-,0.0,Summer,2023,1
SRM:3153:0EXW,Sport Business Practices,Jeremy Parrish - Primary Instructor,,-,2.0,-,-,4.0,-,-,5.0,-,-,2.0,-,-,0.0,Summer,2023,1
SRM:3157:0EXW,Managerial Operations in Sport and Rec,Sarah Hardin - Primary Instructor,,-,7.0,-,-,11.0,-,-,6.0,-,-,1.0,-,-,1.0,Summer,2023,1
SRM:3175:0EXW,Sales in Sport,Packy Moran - Primary Instructor,,-,6.0,-,-,10.0,-,-,1.0,-,-,0.0,-,-,2.0,Summer,2023,1
SRM:3178:0EXW,Communications and PR in Sports,Kara Kehe - Primary Instructor,,-,4.0,-,-,9.0,-,-,5.0,-,-,3.0,-,-,1.0,Summer,2023,1
SRM:4197:0001,Sport and Recreation Field Experience,Packy Moran - Primary Instructor,,-,18.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
SRM:4197:0002,Sport and Recreation Field Experience,Daniel Matheson - Primary Instructor,,-,16.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
SRM:4197:0016,Sport and Recreation Field Experience,Jeremy Parrish - Primary Instructor,,-,9.0,-,-,2.0,-,-,1.0,-,-,0.0,-,-,0.0,Summer,2023,1
SRM:4199:0001,Ind Sport & Recreation Field Experience,Anna Jensen - Primary Instructor,,-,2.0,-,-,9.0,-,-,1.0,-,-,0.0,-,-,0.0,Summer,2023,1
SRM:4199:0002,Ind Sport & Recreation Field Experience,Anna Jensen - Primary Instructor,,-,13.0,-,-,1.0,-,-,2.0,-,-,0.0,-,-,0.0,Summer,2023,1
SRM:4199:0003,Ind Sport & Recreation Field Experience,Alex Voss - Primary Instructor,Anna Jensen - Course Supervisor,-,9.0,-,-,5.0,-,-,3.0,-,-,0.0,-,-,0.0,Summer,2023,1
SRM:4199:0004,Ind Sport & Recreation Field Experience,Sarah Hardin - Primary Instructor,Anna Jensen - Course Supervisor,-,10.0,-,-,5.0,-,-,1.0,-,-,0.0,-,-,0.0,Summer,2023,1
